Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R9,2024-01-02,9.709001,20.400002,5.18,No,No,Yes,No,No,office,office
R10,2024-01-02,9.709001,20.400002,9.8,No,Yes,No,No,Yes,office,office
R11,2024-01-02,9.709001,20.400002,8.68,No,Yes,Yes,No,No,office,office
R1,2024-01-03,7.3819165,5.2999997,8.01,No,Yes,Yes,No,No,office,office
R2,2024-01-03,7.3819165,5.2999997,10.5,No,Yes,No,No,No,office,office
R3,2024-01-03,7.3819165,5.2999997,8.32,No,No,Yes,Yes,No,office,office
R4,2024-01-03,7.3819165,5.2999997,11.27,Yes,No,Yes,No,No,office,office
R5,2024-01-03,7.3819165,5.2999997,7.37,No,No,No,No,No,home,office
R6,2024-01-03,7.3819165,5.2999997,11.01,No,No,Yes,No,No,office,office
R7,2024-01-03,7.3819165,5.2999997,12.41,No,No,No,No,Yes,home,home
R8,2024-01-03,7.3819165,5.2999997,7.66,No,No,No,No,No,office,home
R9,2024-01-03,7.3819165,5.2999997,5.18,No,No,No,Yes,No,office,home
R10,2024-01-03,7.3819165,5.2999997,9.8,No,No,Yes,No,No,office,office
R11,2024-01-03,7.3819165,5.2999997,8.68,No,No,No,No,No,home,home
R1,2024-01-04,6.2360826,8.0,8.01,No,No,Yes,No,No,office,office
R2,2024-01-04,6.2360826,8.0,13.41,No,No,Yes,No,No,office,office
R3,2024-01-04,6.2360826,8.0,8.32,No,Yes,Yes,No,No,office,office
R4,2024-01-04,6.2360826,8.0,13.32,No,Yes,Yes,No,No,office,office
R5,2024-01-04,6.2360826,8.0,9.77,No,No,Yes,No,No,office,office
R6,2024-01-04,6.2360826,8.0,9.03,Yes,No,No,Yes,No,office,office
R7,2024-01-04,6.2360826,8.0,7.44,No,No,No,No,No,home,office
R8,2024-01-04,6.2360826,8.0,5.04,No,No,No,No,No,home,home
R9,2024-01-04,6.2360826,8.0,5.18,No,No,Yes,Yes,No,office,office
R10,2024-01-04,6.2360826,8.0,8.89,No,No,No,No,No,office,home
R11,2024-01-04,6.2360826,8.0,12.31,No,No,Yes,No,No,office,office
R1,2024-01-05,5.96525,9.800001,8.03,Yes,No,No,No,Yes,office,office
R2,2024-01-05,5.96525,9.800001,13.41,No,No,No,No,No,home,office
R3,2024-01-05,5.96525,9.800001,11.88,No,No,Yes,No,Yes,office,office
R4,2024-01-05,5.96525,9.800001,11.27,No,No,No,Yes,No,office,home
R5,2024-01-05,5.96525,9.800001,9.77,No,Yes,No,No,No,office,office
R6,2024-01-05,5.96525,9.800001,11.01,No,Yes,No,No,No,office,office
R7,2024-01-05,5.96525,9.800001,12.41,No,No,Yes,No,No,office,office
R8,2024-01-05,5.96525,9.800001,7.66,No,No,Yes,No,No,office,office
R9,2024-01-05,5.96525,9.800001,5.18,No,No,Yes,No,No,office,office
R10,2024-01-05,5.96525,9.800001,9.8,No,No,Yes,No,No,office,office
R11,2024-01-05,5.96525,9.800001,8.68,No,No,No,Yes,Yes,home,home
R1,2024-01-08,2.3548334,0.2,8.01,No,No,Yes,Yes,No,office,office
R2,2024-01-08,2.3548334,0.2,13.41,No,No,Yes,No,No,office,office
R3,2024-01-08,2.3548334,0.2,7.94,No,No,Yes,No,No,office,office
R4,2024-01-08,2.3548334,0.2,8.45,No,No,No,No,No,home,home
R5,2024-01-08,2.3548334,0.2,12.63,No,No,Yes,Yes,Yes,office,office
R6,2024-01-08,2.3548334,0.2,7.93,No,No,No,Yes,No,office,home
R7,2024-01-08,2.3548334,0.2,14.65,No,Yes,No,No,No,office,office
R8,2024-01-08,2.3548334,0.2,6.16,No,Yes,Yes,No,No,office,office
R9,2024-01-08,2.3548334,0.2,5.18,Yes,No,Yes,Yes,No,office,office
R10,2024-01-08,2.3548334,0.2,9.8,No,No,Yes,Yes,No,office,office
R11,2024-01-08,2.3548334,0.2,8.68,No,No,Yes,No,No,office,office
R1,2024-01-09,1.8319167,0.0,8.01,No,No,Yes,No,Yes,office,office
R2,2024-01-09,1.8319167,0.0,13.41,No,No,No,No,No,home,office
R3,2024-01-09,1.8319167,0.0,7.66,Yes,No,Yes,No,No,office,office
R4,2024-01-09,1.8319167,0.0,11.27,No,No,Yes,No,No,office,office
R5,2024-01-09,1.8319167,0.0,5.06,No,No,No,No,No,home,office
R6,2024-01-09,1.8319167,0.0,5.55,No,No,No,No,No,office,office
R7,2024-01-09,1.8319167,0.0,13.8,No,No,No,Yes,Yes,home,home
R8,2024-01-09,1.8319167,0.0,9.28,No,No,Yes,Yes,No,office,office
R9,2024-01-09,1.8319167,0.0,5.18,No,Yes,Yes,No,No,office,office
R10,2024-01-09,1.8319167,0.0,9.8,No,Yes,Yes,No,No,office,office
R11,2024-01-09,1.8319167,0.0,8.68,No,No,No,No,No,home,office
R1,2024-01-10,2.8360837,0.0,14.05,No,Yes,Yes,No,No,office,office
R2,2024-01-10,2.8360837,0.0,13.41,No,No,No,No,No,home,office
R3,2024-01-10,2.8360837,0.0,8.32,No,No,No,Yes,No,office,office
R4,2024-01-10,2.8360837,0.0,10.08,No,No,No,Yes,Yes,home,home
R5,2024-01-10,2.8360837,0.0,11.07,No,No,No,No,No,home,home
R6,2024-01-10,2.8360837,0.0,9.63,No,No,No,No,Yes,office,office
R7,2024-01-10,2.8360837,0.0,11.73,No,No,No,No,No,office,home
R8,2024-01-10,2.8360837,0.0,8.9,No,No,Yes,No,No,office,office
R9,2024-01-10,2.8360837,0.0,14.2,No,No,No,No,Yes,home,home
R10,2024-01-10,2.8360837,0.0,9.8,No,No,No,Yes,No,office,home
R11,2024-01-10,2.8360837,0.0,8.68,No,Yes,No,No,Yes,office,office
R1,2024-01-11,4.042333,0.0,8.01,No,No,Yes,No,No,office,office
R2,2024-01-11,4.042333,0.0,13.54,No,Yes,Yes,No,No,office,office
R3,2024-01-11,4.042333,0.0,12.62,No,Yes,Yes,No,Yes,office,office
R4,2024-01-11,4.042333,0.0,11.27,No,No,No,No,No,office,home
R5,2024-01-11,4.042333,0.0,9.77,No,No,Yes,No,No,office,office
R6,2024-01-11,4.042333,0.0,12.82,No,No,Yes,No,No,office,office
R7,2024-01-11,4.042333,0.0,12.41,No,No,Yes,Yes,No,office,office
R8,2024-01-11,4.042333,0.0,7.66,No,No,No,No,Yes,home,home
R9,2024-01-11,4.042333,0.0,5.18,Yes,No,Yes,No,No,office,office
R10,2024-01-11,4.042333,0.0,9.8,No,No,Yes,No,No,office,office
R11,2024-01-11,4.042333,0.0,8.68,No,No,Yes,No,No,office,office
R1,2024-01-12,5.6214995,0.0,10.6,No,No,No,No,No,office,office
R2,2024-01-12,5.6214995,0.0,13.41,No,No,No,Yes,Yes,home,home
R3,2024-01-12,5.6214995,0.0,8.32,No,No,Yes,No,No,office,office
R4,2024-01-12,5.6214995,0.0,5.24,No,Yes,Yes,No,No,office,office
R5,2024-01-12,5.6214995,0.0,9.77,No,Yes,No,No,No,office,office
R6,2024-01-12,5.6214995,0.0,11.01,No,No,Yes,No,No,office,office
R7,2024-01-12,5.6214995,0.0,12.41,No,No,Yes,No,No,office,office
R8,2024-01-12,5.6214995,0.0,7.66,No,No,No,No,No,home,home
R9,2024-01-12,5.6214995,0.0,5.18,No,No,No,Yes,No,home,home
R10,2024-01-12,5.6214995,0.0,9.8,No,No,No,No,Yes,office,home
R11,2024-01-12,5.6214995,0.0,8.68,No,No,No,Yes,No,office,home
R1,2024-01-15,-0.73475,0.0,14.8,No,No,Yes,Yes,No,office,office
R2,2024-01-15,-0.73475,0.0,13.41,No,No,No,No,No,office,home
R3,2024-01-15,-0.73475,0.0,9.4,No,No,Yes,No,No,office,office
R4,2024-01-15,-0.73475,0.0,11.27,No,No,No,No,No,office,home
R5,2024-01-15,-0.73475,0.0,9.77,No,No,No,No,No,home,office
R6,2024-01-15,-0.73475,0.0,5.65,No,Yes,No,Yes,No,office,office
R7,2024-01-15,-0.73475,0.0,12.41,No,Yes,No,No,Yes,office,office
R8,2024-01-15,-0.73475,0.0,7.66,No,No,Yes,Yes,No,office,office
R9,2024-01-15,-0.73475,0.0,5.18,No,No,Yes,No,No,office,office
R10,2024-01-15,-0.73475,0.0,9.8,No,No,Yes,Yes,No,office,office
R11,2024-01-15,-0.73475,0.0,8.68,No,No,No,Yes,Yes,home,home
R1,2024-01-16,-0.5222501,0.0,9.12,No,No,Yes,Yes,Yes,office,office
R2,2024-01-16,-0.5222501,0.0,14.96,No,No,Yes,Yes,No,office,office
R3,2024-01-16,-0.5222501,0.0,14.21,No,No,Yes,No,No,office,office
R4,2024-01-16,-0.5222501,0.0,11.27,No,No,No,Yes,Yes,home,home
R5,2024-01-16,-0.5222501,0.0,9.77,No,No,Yes,No,No,office,office
R6,2024-01-16,-0.5222501,0.0,11.01,No,No,No,No,No,home,home
R7,2024-01-16,-0.5222501,0.0,12.41,No,No,Yes,No,No,office,office
R8,2024-01-16,-0.5222501,0.0,5.28,No,Yes,Yes,No,No,office,office
R9,2024-01-16,-0.5222501,0.0,5.18,No,Yes,No,No,No,office,office
R10,2024-01-16,-0.5222501,0.0,9.8,No,No,Yes,No,No,office,office
R11,2024-01-16,-0.5222501,0.0,8.57,No,No,No,No,No,home,home
R1,2024-01-17,0.52566665,0.0,12.94,No,No,No,No,No,office,home
R2,2024-01-17,0.52566665,0.0,13.41,No,No,No,No,Yes,office,home
R3,2024-01-17,0.52566665,0.0,8.32,No,No,No,Yes,No,office,office
R4,2024-01-17,0.52566665,0.0,11.27,No,No,Yes,No,No,office,office
R5,2024-01-17,0.52566665,0.0,12.21,No,No,No,No,No,home,home
R6,2024-01-17,0.52566665,0.0,11.01,No,No,Yes,No,Yes,office,office
R7,2024-01-17,0.52566665,0.0,12.41,No,No,No,No,No,office,home
R8,2024-01-17,0.52566665,0.0,7.66,No,No,No,No,No,home,office
R9,2024-01-17,0.52566665,0.0,5.18,No,No,Yes,Yes,Yes,office,office
R10,2024-01-17,0.52566665,0.0,5.21,No,Yes,No,Yes,No,office,office
R11,2024-01-17,0.52566665,0.0,7.74,No,Yes,Yes,Yes,No,office,office
R1,2024-01-18,-1.3701667,0.0,10.08,No,Yes,Yes,No,No,office,office
R2,2024-01-18,-1.3701667,0.0,13.41,No,Yes,Yes,No,No,office,office
R3,2024-01-18,-1.3701667,0.0,10.7,No,No,Yes,Yes,No,office,office
R4,2024-01-18,-1.3701667,0.0,8.7,Yes,No,No,No,No,office,office
R5,2024-01-18,-1.3701667,0.0,11.93,No,No,No,Yes,No,home,office
R6,2024-01-18,-1.3701667,0.0,8.96,Yes,No,Yes,No,No,office,office
R7,2024-01-18,-1.3701667,0.0,12.41,No,No,No,No,No,home,office
R8,2024-01-18,-1.3701667,0.0,7.66,No,No,No,No,Yes,home,home
R9,2024-01-18,-1.3701667,0.0,10.96,No,No,No,No,No,home,office
R10,2024-01-18,-1.3701667,0.0,9.8,No,No,Yes,No,Yes,office,office
R11,2024-01-18,-1.3701667,0.0,8.68,No,No,No,No,No,office,home
R1,2024-01-19,-0.2201667,0.0,12.74,No,No,Yes,No,No,office,office
R2,2024-01-19,-0.2201667,0.0,5.95,No,No,No,No,No,office,office
R3,2024-01-19,-0.2201667,0.0,8.32,No,Yes,Yes,No,Yes,office,office
R4,2024-01-19,-0.2201667,0.0,11.27,Yes,Yes,Yes,No,No,office,office
R5,2024-01-19,-0.2201667,0.0,9.77,No,No,Yes,Yes,Yes,office,office
R6,2024-01-19,-0.2201667,0.0,11.01,No,No,No,No,No,office,office
R7,2024-01-19,-0.2201667,0.0,5.83,No,No,Yes,Yes,No,office,office
R8,2024-01-19,-0.2201667,0.0,5.35,No,No,Yes,No,No,office,office
R9,2024-01-19,-0.2201667,0.0,5.18,No,No,Yes,No,No,office,office
R10,2024-01-19,-0.2201667,0.0,9.8,No,No,No,No,No,office,home
R11,2024-01-19,-0.2201667,0.0,14.48,No,No,Yes,No,No,office,office
R1,2024-01-22,8.95275,2.2,8.01,No,No,No,Yes,Yes,home,home
R2,2024-01-22,8.95275,2.2,8.78,No,No,No,No,No,home,home
R3,2024-01-22,8.95275,2.2,14.57,No,No,No,No,Yes,office,office
R4,2024-01-22,8.95275,2.2,8.87,Yes,No,Yes,Yes,Yes,office,office
R5,2024-01-22,8.95275,2.2,9.77,No,Yes,Yes,No,No,office,office
R6,2024-01-22,8.95275,2.2,11.01,Yes,Yes,No,No,No,office,office
R7,2024-01-22,8.95275,2.2,6.95,No,No,No,No,No,office,office
R8,2024-01-22,8.95275,2.2,14.34,No,No,Yes,Yes,No,office,office
R9,2024-01-22,8.95275,2.2,12.93,No,No,No,No,No,office,office
R10,2024-01-22,8.95275,2.2,12.89,No,No,Yes,Yes,Yes,office,office
R11,2024-01-22,8.95275,2.2,8.68,No,No,No,No,No,home,office
R1,2024-01-23,8.496499,3.1999998,14.73,No,No,Yes,No,No,office,office
R2,2024-01-23,8.496499,3.1999998,13.41,No,No,Yes,No,Yes,office,office
R3,2024-01-23,8.496499,3.1999998,8.32,No,No,Yes,Yes,No,office,office
R4,2024-01-23,8.496499,3.1999998,7.78,No,No,No,No,No,home,home
R5,2024-01-23,8.496499,3.1999998,9.77,No,No,No,No,No,office,office
R6,2024-01-23,8.496499,3.1999998,11.01,No,No,No,Yes,No,home,home
R7,2024-01-23,8.496499,3.1999998,12.41,No,Yes,Yes,Yes,No,office,office
R8,2024-01-23,8.496499,3.1999998,8.19,No,Yes,No,Yes,No,office,office
R9,2024-01-23,8.496499,3.1999998,8.53,Yes,No,Yes,No,No,office,office
R10,2024-01-23,8.496499,3.1999998,9.8,No,No,Yes,No,No,office,office
R11,2024-01-23,8.496499,3.1999998,8.68,No,No,No,No,Yes,office,home
R1,2024-01-24,8.925666,0.0,12.2,No,No,Yes,No,No,office,office
R2,2024-01-24,8.925666,0.0,14.54,No,No,No,Yes,No,home,home
R3,2024-01-24,8.925666,0.0,14.7,No,No,Yes,No,No,office,office
R4,2024-01-24,8.925666,0.0,11.27,No,No,No,No,No,office,home
R5,2024-01-24,8.925666,0.0,9.59,No,No,No,Yes,Yes,home,home
R6,2024-01-24,8.925666,0.0,11.01,No,No,Yes,No,No,office,office
R7,2024-01-24,8.925666,0.0,13.33,No,No,Yes,No,No,office,office
R8,2024-01-24,8.925666,0.0,7.66,Yes,No,No,No,No,office,office
R9,2024-01-24,8.925666,0.0,6.65,No,Yes,Yes,No,No,office,office
R10,2024-01-24,8.925666,0.0,9.8,No,Yes,No,Yes,No,office,office
R11,2024-01-24,8.925666,0.0,10.48,No,No,No,No,No,home,office
R1,2024-01-25,7.2215,0.70000005,8.01,No,Yes,Yes,No,No,office,office
R2,2024-01-25,7.2215,0.70000005,13.41,No,No,Yes,No,No,office,office
R3,2024-01-25,7.2215,0.70000005,13.05,No,No,Yes,No,No,office,office
R4,2024-01-25,7.2215,0.70000005,10.2,No,No,No,No,No,office,home
R5,2024-01-25,7.2215,0.70000005,5.72,No,No,No,No,No,home,office
R6,2024-01-25,7.2215,0.70000005,10.91,No,No,Yes,No,Yes,office,office
R7,2024-01-25,7.2215,0.70000005,6.4,No,No,No,Yes,No,home,office
R8,2024-01-25,7.2215,0.70000005,13.92,No,No,Yes,No,No,office,office
R9,2024-01-25,7.2215,0.70000005,5.18,Yes,No,No,Yes,Yes,home,home
R10,2024-01-25,7.2215,0.70000005,9.8,No,No,No,No,No,office,home
R11,2024-01-25,7.2215,0.70000005,14.26,No,Yes,Yes,Yes,No,office,office
R1,2024-01-26,7.7131667,3.7000003,8.01,No,No,Yes,No,No,office,office
R2,2024-01-26,7.7131667,3.7000003,5.55,No,Yes,No,No,No,office,office
R3,2024-01-26,7.7131667,3.7000003,8.32,No,Yes,Yes,Yes,No,office,office
R4,2024-01-26,7.7131667,3.7000003,13.48,Yes,No,Yes,No,No,office,office
R5,2024-01-26,7.7131667,3.7000003,9.98,No,No,Yes,No,No,office,office
R6,2024-01-26,7.7131667,3.7000003,13.72,No,No,No,No,No,office,home
R7,2024-01-26,7.7131667,3.7000003,12.41,No,No,No,No,Yes,office,home
R8,2024-01-26,7.7131667,3.7000003,13.39,No,No,Yes,No,Yes,office,office
R9,2024-01-26,7.7131667,3.7000003,7.81,No,No,Yes,No,No,office,office
R10,2024-01-26,7.7131667,3.7000003,14.83,No,No,Yes,No,No,office,office
R11,2024-01-26,7.7131667,3.7000003,10.78,No,No,Yes,No,No,office,office
R1,2024-01-29,9.640248,0.1,5.3,No,No,Yes,No,No,office,office
R2,2024-01-29,9.640248,0.1,8.87,No,No,No,Yes,No,home,office
R3,2024-01-29,9.640248,0.1,8.32,No,No,Yes,No,No,office,office
R4,2024-01-29,9.640248,0.1,6.99,No,Yes,Yes,No,No,office,office
R5,2024-01-29,9.640248,0.1,11.53,No,Yes,No,Yes,No,office,office
R6,2024-01-29,9.640248,0.1,11.01,Yes,No,No,No,No,office,office
R7,2024-01-29,9.640248,0.1,6.82,No,No,No,Yes,No,office,office
R8,2024-01-29,9.640248,0.1,8.24,No,No,Yes,Yes,No,office,office
R9,2024-01-29,9.640248,0.1,7.34,Yes,No,No,No,Yes,office,office
R10,2024-01-29,9.640248,0.1,9.8,No,No,Yes,Yes,No,office,office
R11,2024-01-29,9.640248,0.1,12.28,No,No,No,No,No,home,home
R1,2024-01-30,8.248583,0.4,8.49,No,No,Yes,Yes,No,office,office
R2,2024-01-30,8.248583,0.4,13.41,No,No,Yes,No,No,office,office
R3,2024-01-30,8.248583,0.4,8.32,No,No,Yes,No,No,office,office
R4,2024-01-30,8.248583,0.4,11.27,No,No,Yes,No,No,office,office
R5,2024-01-30,8.248583,0.4,9.77,No,No,No,No,No,home,home
R6,2024-01-30,8.248583,0.4,11.01,No,Yes,No,No,No,office,office
R7,2024-01-30,8.248583,0.4,12.41,No,Yes,Yes,No,Yes,office,office
R8,2024-01-30,8.248583,0.4,7.66,No,No,No,Yes,No,home,home
R9,2024-01-30,8.248583,0.4,6.58,No,No,No,Yes,No,office,home
R10,2024-01-30,8.248583,0.4,9.8,No,No,No,No,No,office,home
R11,2024-01-30,8.248583,0.4,8.68,No,No,Yes,No,No,office,office
R1,2024-01-31,6.2277493,0.5,9.03,No,No,Yes,No,No,office,office
R2,2024-01-31,6.2277493,0.5,13.41,No,No,No,No,Yes,home,office
R3,2024-01-31,6.2277493,0.5,8.32,No,No,Yes,No,No,office,office
R4,2024-01-31,6.2277493,0.5,11.27,No,No,No,Yes,Yes,home,home
R5,2024-01-31,6.2277493,0.5,13.02,No,No,Yes,No,No,office,office
R6,2024-01-31,6.2277493,0.5,11.01,No,No,Yes,No,No,office,office
R7,2024-01-31,6.2277493,0.5,12.41,No,No,No,Yes,No,office,office
R8,2024-01-31,6.2277493,0.5,7.66,No,Yes,Yes,No,No,office,office
R9,2024-01-31,6.2277493,0.5,10.51,No,Yes,Yes,No,No,office,office
R10,2024-01-31,6.2277493,0.5,8.16,No,No,Yes,No,No,office,office
R11,2024-01-31,6.2277493,0.5,5.46,No,No,No,No,Yes,office,home
R1,2024-02-01,5.2444167,0.0,9.49,No,No,No,No,No,office,office
R2,2024-02-01,5.2444167,0.0,9.03,No,No,No,Yes,No,home,home
R3,2024-02-01,5.2444167,0.0,8.32,No,No,No,No,Yes,office,office
R4,2024-02-01,5.2444167,0.0,14.66,No,No,No,Yes,No,office,home
R5,2024-02-01,5.2444167,0.0,9.77,No,No,No,No,Yes,office,home
R6,2024-02-01,5.2444167,0.0,11.01,No,No,No,Yes,No,home,home
R7,2024-02-01,5.2444167,0.0,12.41,No,No,No,No,No,office,office
R8,2024-02-01,5.2444167,0.0,7.66,No,No,Yes,No,No,office,office
R9,2024-02-01,5.2444167,0.0,5.18,Yes,No,Yes,Yes,No,office,office
R10,2024-02-01,5.2444167,0.0,9.8,No,Yes,No,No,No,office,office
R11,2024-02-01,5.2444167,0.0,11.43,No,Yes,Yes,No,No,office,office
R1,2024-02-02,9.161084,0.0,8.01,No,Yes,Yes,Yes,Yes,office,office
R2,2024-02-02,9.161084,0.0,8.62,No,Yes,Yes,No,No,office,office
R3,2024-02-02,9.161084,0.0,8.32,No,No,Yes,Yes,No,office,office
R4,2024-02-02,9.161084,0.0,5.34,Yes,No,No,No,No,office,office
R5,2024-02-02,9.161084,0.0,9.77,No,No,Yes,Yes,No,office,office
R6,2024-02-02,9.161084,0.0,9.7,No,No,Yes,No,Yes,office,office
R7,2024-02-02,9.161084,0.0,5.98,No,No,Yes,No,No,office,office
R8,2024-02-02,9.161084,0.0,10.51,No,No,No,No,Yes,home,home
R9,2024-02-02,9.161084,0.0,8.67,No,No,Yes,No,No,office,office
R10,2024-02-02,9.161084,0.0,9.57,No,No,Yes,Yes,Yes,office,office
R11,2024-02-02,9.161084,0.0,10.05,No,No,No,Yes,No,office,office
R1,2024-02-05,9.429833,0.0,8.47,No,No,Yes,No,Yes,office,office
R2,2024-02-05,9.429833,0.0,13.41,No,No,No,No,No,home,office
R3,2024-02-05,9.429833,0.0,8.32,No,Yes,No,No,No,office,office
R4,2024-02-05,9.429833,0.0,7.69,Yes,Yes,No,No,No,office,office
R5,2024-02-05,9.429833,0.0,13.91,No,No,Yes,No,No,office,office
R6,2024-02-05,9.429833,0.0,11.01,Yes,No,Yes,Yes,No,office,office
R7,2024-02-05,9.429833,0.0,12.41,No,No,Yes,Yes,No,office,office
R8,2024-02-05,9.429833,0.0,7.66,No,No,Yes,No,No,office,office
R9,2024-02-05,9.429833,0.0,14.28,No,No,No,Yes,No,office,office
R10,2024-02-05,9.429833,0.0,9.8,No,No,Yes,No,No,office,office
R11,2024-02-05,9.429833,0.0,6.35,No,No,Yes,Yes,No,office,office
R1,2024-02-06,10.592334,10.5,8.01,No,No,No,No,No,office,office
R2,2024-02-06,10.592334,10.5,13.41,No,No,Yes,No,No,office,office
R3,2024-02-06,10.592334,10.5,14.31,No,No,Yes,Yes,Yes,office,office
R4,2024-02-06,10.592334,10.5,11.27,Yes,No,Yes,No,No,office,office
R5,2024-02-06,10.592334,10.5,11.77,No,Yes,No,No,Yes,office,office
R6,2024-02-06,10.592334,10.5,10.29,Yes,Yes,No,No,No,office,office
R7,2024-02-06,10.592334,10.5,12.41,No,No,No,No,No,office,office
R8,2024-02-06,10.592334,10.5,10.04,No,No,No,No,No,home,home
R9,2024-02-06,10.592334,10.5,5.18,No,No,Yes,No,Yes,office,office
R10,2024-02-06,10.592334,10.5,9.8,No,No,No,Yes,Yes,home,home
R11,2024-02-06,10.592334,10.5,8.68,No,No,Yes,Yes,No,office,office
R1,2024-02-07,4.904833,0.1,14.33,No,No,Yes,No,No,office,office
R2,2024-02-07,4.904833,0.1,13.41,No,No,Yes,Yes,No,office,office
R3,2024-02-07,4.904833,0.1,8.32,No,No,Yes,No,No,office,office
R4,2024-02-07,4.904833,0.1,11.27,Yes,No,No,No,Yes,office,office
R5,2024-02-07,4.904833,0.1,9.77,No,No,No,No,No,office,home
R6,2024-02-07,4.904833,0.1,11.01,No,No,No,Yes,No,office,home
R7,2024-02-07,4.904833,0.1,12.41,No,Yes,Yes,No,Yes,office,office
R8,2024-02-07,4.904833,0.1,7.66,No,Yes,Yes,Yes,No,office,office
R9,2024-02-07,4.904833,0.1,7.68,No,No,Yes,Yes,No,office,office
R10,2024-02-07,4.904833,0.1,7.77,No,No,Yes,No,No,office,office
R11,2024-02-07,4.904833,0.1,8.68,No,No,No,No,No,home,office
R1,2024-02-08,3.9485836,14.7,13.35,No,No,Yes,Yes,No,office,office
R2,2024-02-08,3.9485836,14.7,5.94,No,No,No,No,No,office,office
R3,2024-02-08,3.9485836,14.7,8.32,No,No,Yes,No,No,office,office
R4,2024-02-08,3.9485836,14.7,11.27,No,No,Yes,No,No,office,office
R5,2024-02-08,3.9485836,14.7,12.82,No,No,Yes,No,No,office,office
R6,2024-02-08,3.9485836,14.7,12.59,Yes,No,No,No,No,office,office
R7,2024-02-08,3.9485836,14.7,14.98,No,No,No,No,No,office,office
R8,2024-02-08,3.9485836,14.7,7.66,No,No,Yes,Yes,Yes,office,office
R9,2024-02-08,3.9485836,14.7,10.14,No,Yes,Yes,No,No,office,office
R10,2024-02-08,3.9485836,14.7,7.13,No,Yes,No,No,No,office,office
R11,2024-02-08,3.9485836,14.7,8.68,No,No,No,No,Yes,office,office
R1,2024-02-09,9.700666,18.700003,8.64,No,Yes,Yes,No,No,office,office
R2,2024-02-09,9.700666,18.700003,16.36,No,No,No,Yes,Yes,home,home
R3,2024-02-09,9.700666,18.700003,8.29,No,No,Yes,Yes,No,office,office
R4,2024-02-09,9.700666,18.700003,6.89,Yes,No,No,Yes,No,office,office
R5,2024-02-09,9.700666,18.700003,17.43,No,No,No,Yes,No,office,home
R6,2024-02-09,9.700666,18.700003,17.53,No,No,Yes,No,Yes,office,office
R7,2024-02-09,9.700666,18.700003,15.42,No,No,No,Yes,No,home,home
R8,2024-02-09,9.700666,18.700003,7.66,No,No,No,No,No,home,home
R9,2024-02-09,9.700666,18.700003,5.18,No,No,No,No,No,home,home
R10,2024-02-09,9.700666,18.700003,9.8,No,No,Yes,Yes,No,office,office
R11,2024-02-09,9.700666,18.700003,13.97,No,Yes,No,No,No,office,office
R1,2024-02-12,4.7173333,0.0,8.01,No,No,Yes,No,No,office,office
R2,2024-02-12,4.7173333,0.0,13.41,No,Yes,Yes,No,No,office,office
R3,2024-02-12,4.7173333,0.0,12.11,No,Yes,No,No,No,office,office
R4,2024-02-12,4.7173333,0.0,11.27,Yes,No,No,Yes,No,office,office
R5,2024-02-12,4.7173333,0.0,9.77,No,No,No,No,No,home,home
R6,2024-02-12,4.7173333,0.0,9.45,No,No,Yes,No,No,office,office
R7,2024-02-12,4.7173333,0.0,7.05,No,No,Yes,Yes,Yes,office,office
R8,2024-02-12,4.7173333,0.0,7.66,No,No,No,No,No,home,home
R9,2024-02-12,4.7173333,0.0,9.14,Yes,No,Yes,No,No,office,office
R10,2024-02-12,4.7173333,0.0,9.8,No,No,No,No,Yes,office,home
R11,2024-02-12,4.7173333,0.0,6.22,No,No,Yes,No,No,office,office
R1,2024-02-13,7.2548327,6.7,12.52,No,No,Yes,Yes,No,office,office
R2,2024-02-13,7.2548327,6.7,8.46,No,No,No,Yes,Yes,home,home
R3,2024-02-13,7.2548327,6.7,8.32,No,No,Yes,No,Yes,office,office
R4,2024-02-13,7.2548327,6.7,11.23,No,Yes,Yes,No,No,office,office
R5,2024-02-13,7.2548327,6.7,9.77,No,Yes,No,No,Yes,office,office
R6,2024-02-13,7.2548327,6.7,12.37,No,No,Yes,No,Yes,office,office
R7,2024-02-13,7.2548327,6.7,12.01,No,No,No,No,No,home,office
R8,2024-02-13,7.2548327,6.7,7.66,No,No,Yes,Yes,No,office,office
R9,2024-02-13,7.2548327,6.7,5.18,No,No,No,Yes,No,home,office
R10,2024-02-13,7.2548327,6.7,9.8,No,No,Yes,No,No,office,office
R11,2024-02-13,7.2548327,6.7,11.36,No,No,Yes,No,No,office,office
R1,2024-02-14,12.425667,1.7,13.52,No,No,No,Yes,No,home,office
R2,2024-02-14,12.425667,1.7,13.41,No,No,Yes,No,No,office,office
R3,2024-02-14,12.425667,1.7,6.05,No,No,Yes,Yes,No,office,office
R4,2024-02-14,12.425667,1.7,11.27,No,No,No,No,Yes,home,home
R5,2024-02-14,12.425667,1.7,9.77,No,No,No,No,No,home,home
R6,2024-02-14,12.425667,1.7,11.01,No,Yes,No,Yes,No,office,office
R7,2024-02-14,12.425667,1.7,12.41,No,Yes,No,No,No,office,office
R8,2024-02-14,12.425667,1.7,7.66,No,No,Yes,No,Yes,office,office
R9,2024-02-14,12.425667,1.7,5.18,No,No,Yes,Yes,No,office,office
